,0
424,"What a mind-blowing trailer 
SURESHOT  BLOCKBUSTER "
425,Interesting 
426,1:47 This scene looks far better than adipurush vfx
427,Amazing 
428,No words !
429,Big fan in sharukh khan but akshay kumar is very very talented actor
430,
431,Waiting for masterpiece
432,"दुनिया में श्री राम के लाखों मंदिर हैं, पर सेतु सिर्फ एक ️

This Dialogue "
433,𝐀𝐤𝐬𝐡𝐚𝐲 
434,Excellent 
435,Ram tune is amazing
436,It actually gives goosebumps …Jai shree Ram
437,Amazing 
438,1:47 goosebumps moment
439,The BGM is Lit
440,Looks great
441,Jai Shree Ram 
442,What a vibration Ram Ram Ram 
443,Super ️
444,Totally Goosbumps .... Akshay Sir Never Disappointe Us...️
445,Hardwork always give success Akki 
446,Now that is called the real trailer. What a Mind-blowing Trailer it was. May be good time will come in Bollywood through this movie.
447,Super film
448,Superb ️
449,Jai Shree Ram 
450,"Goosebumps all over!!! This is exactly what I was expecting! Sir, this is a blockbuster #RamSetuTrailer ️️️️️"
451,Eagerly waiting ️
452,It’s incredible 
453,जय श्री राम 
454,"0:55 i like this line  new concept seems interesting..now let's see trailer jitna interesting hai, hope movie bhi utni hi dumdar ho"
455,Ab lga ki Bollywood me koi movie bana hai jio sher 
456,"i am Muslim but i am indian🇮🇳
i am madly waiting for this movie
jai hind🇮🇳"
457,"100 Times Better Than Adipurush Best 
BGM & Story I Loved it"
458,"Superb fantastic 
Love you Akshay sir "
459,"The trailer is impressive.... I think, the movie try to show the archeological sites and discovary.... About India ancient period... (maybe)"
460,It's wonderful to see ram setu️
461,Super 
462,"Only 3 word for this Glimpse of RAMSETU..
[JAI SHREE RAM]"
463,Awesome gonna watch it for sure after watching kartikeya movie I'm really excited 
464,I think all sanatani should suppprt this film..akshay need this people need this to know how powerfull is our unity .  Jay shree Ram 
465,Buddha's Statue .. Mind-Blowing 
466,"I respect to everyone who were involved in this, Seriously the best piece that I' ve ever seen on YouTube, HATS OFF TO WELL ALL ! LOVE YOUR VIDEOS!! ️"
467,"BOLLYWOOD AB SHREE RAM KE BHROSE HAI 
JAI SHREE RAM "
468,1:40- 2:00 Goosebumps Goosebumps Goosebumps
469,Scene is so wonderful
470,Ram ram ram... I hope there's a song with this tune
471,Jai shree Ram
472,"This Movie is Super Amazing, Good  Comeback Akshay and Nice Getup Too  JAI SHREE RAM  #GreatJob"
473,ये movie देखने जयांगे my love movie adventure  and Love अक्षय कुमार Sir ️🇳🇵
474,Goosebumps aa gaye yr Blockbuster movie honi hi chahiye 
475,0% overconfidence 0% fake 100% talented 100% real You are really masterpiece sir
476,It's gonna be blockbuster  amazing trailer
477,Jai shri ram 
478,"Amazingly beautiful, looking forward to this"
479,Ram  Naam ka Rag Lagey toh Paani mein bhi  Lgey
480,"akshay is not simply acting,he is just living in that character"
481,"Amazing dialogue
Excellent "
482,After watching this my respect for chota Bheem increased by 100 times.
483,100%blockbuster
484,Though the underwater suit scene was indeed inspired by Ironman mark-I suit up scene! But they nailed it! And looks good 
485,Jai shri ram sir ji ....  Hume garve h ki hum bhagwan ram ki nagri ayoghya se h.... 
486,I hope Akshay ki movie blockbuster ho and he do justice to the film 
487,
488,"Love You Akshay!!!! 
Some relieving content!!"
489,Jai shree Ram 
490,"Ramayana is our history, not mythology ️️️"
491,After a long time Akshay Kumar has done a religious movie. I think he will get back his love from his fans by this movie.
492,"This honestly gave me goosebumps...finally akshay got to his level...
ive always been interested in archaelogy in reference to india's history esp..!!"
493,"Bollywood changes its path & route,,respects hindhu sanatana Dharma & it's culture"
494,Jai bajrangbali ️
495,"ये move सच मे धमाल  मचाने बाली है अब..
Jai shri ram"
496,Awesome 
497,This is called a perfect remake
498,1:12 goosebumps 
499,"respect and love for  Shri Ram
respect and love for all Religions 
hope we get stories of all"
500,"Waiting for this blockbuster 

Jai shree Ram "
501,"Kitne log ye movie  release   hone ke turant baad dekhna chahte hai, please comment me jaroor bataiye taki esi bahane Ram Name Jay Sree Ram "
502,What a great trailer thank you ram setu team lovely ️
503,Finally Askhay is back for blockbuster
504,BLOCKBUSTER️️..That last scene and dialogue..Cant wait for DIWALI now..JAI SHREE RAM
505,Masterpiece
506,Last line touch my 
507,Blockbuster jai shree Ram
508,So beautiful ️️
509,Super duper hit. 
510,Wow!! It’s so nice to see our Telugu actor Satya Dev in his first Hindi Movie. He did a marvelous job in God Father & in his previous projects. Can’t wait to watch this movie now. Good luck to the entire team of Ram Sethu. Hope this becomes a blockbuster too like Karthikeya-2.
511,Acting king Akshay Kumar sir️
512,Absolutely superb
513,Akshay Kumar King of Bollywood
514,Amazing
515,"Ram hamara praan hai ️️
Jai shree ram "
516,ACTION - ADVENTURE - THRILL + CONTENT & Akshay Kumar =  Ram Setu SUPER-HIT 
517,Masterpiece 
518,️
519,"Thnks for the coming ""chhattisgarh"" akshy sir "
520,JAI JAI SHREE RAM 
521,Jai shree ram 
522,Goosebumps in last scene 
523,So finally the glimpse of the much hyped mashal and torchlight scene now i m confused between adipurush and this one
524,కౌన్ కౌన్ మానతా ఉంది మాత-పితా చరణం లో స్వర్గంగా ఉంది...
525,Jay shree ram ️️
526,"Ram Ram Ram Ram... absolutely mind-blowing music.... ️
Outstanding dialogue - Ram ke lakhon mandir hai par SETU sirf EK ️.. movie to hit hi hai ji ️"
527,"Vfx or ache kardo realistic jese 
Movie banger banegi️"
528,"What a trailer paaji  

Pure goosebumps "
529,"जय श्री राम ️️
हर हर महादेव ️️"
530,It gives the same vibes as Kartikeya 2
531,Super ️
532,Amazing
533,Jai shree Ram
534,Akki will never disappoint us especially on diwali
535,माता पिता के चरणों में ही स्वर्ग 
536,My god in 13 hrs 1.8 crore view.. it's a blockbuster of all time for sure. It will cross 2000 crore Box-office Collection
537,Better then content adipurush content 
538,Next level graphics 
539,Jai Shree Ram ji ️ Jai hanuman Ji ️️
540,"Only one word for this movie
Blockbuster jai shree ram️"
541,"Akshey is looking DECENT in the role. If you want to make this movie blockbuster, give this role to Sunny Deol with some really good dialogues and see the magic + nobody will boycott sunny. Every Bharatwasi loves him "
542,"One of the best thing about  is that he never takes credit for himself when he archives something He always respect us, the audience and his team and he is polite in all his videos We congratulate ourselves on this achievement More to come.."
543,
544,"This is the movie we indian audience will accept so easily... 
Showing our beloved culture.... 
Adding some facts eid imaginations with a good vfx and visualisation... 
That's good hope all will accept.. 
But one thing everything is 50℅ and content alone 50℅
Hope you will have a good content in this movie"
545,अक्षय कुमार की डूबती नैया राम जी  के भरोसे पार हो जाएगी इस बार  
546,"Akki sir never disappoint us...
He know everything... 

 literally goosebumps to see trailer "
547,Akshay always rocks ️️
548,Love it
549,Everyone go to the theatre and watch this movie 25th October 🇮🇳
550,இந்திரஜித் ரசிகர்கள் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்
551,Hum to ye Movie jaroor Dekhenge...
552,"Such a masterpiece movie trailer, no unwanted scenes.screenplay is perfect .deserve to be the most successful movie in Indian film industry 
Goosebumps - hell yes"
553,This is something we want from Akshay Kumar 
554,Jai Sri Ram .. much excited for this epic story ..
555,Brilliant
556,Background music...Ram Ram  gives us goosebumps 
557,Just thinking if kartikey and ram setu will collab...
558,"Now this is what we want from a long time 
Hope so that the movie will also be as same as the trailer ️️‍"
559,Just awesome 
560,"As the topic is spiritual  ,hoping it better than other recent movies produced by Bollywood .
Should have no manipulation of anything in story then only all will accept it with happiness"
561,Hit
562,Brilliant 
563,JAY SHREE RAM
564,blockbuster
565,This is going to blockbuster ..akki bhaji keep it up ....Jai shiri Ram 
566,Background music is awesome 
567,Trailer Very good जय श्री राम जय सीता राम जय श्री राम
568,"Very nice.l was eagerly awaited for this type of movie, it is exactly what l need .

Now,it looks like Bollywood.
Hope movie rocks."
569,Jai shree Ram super actor akshay kumar sir
570,While watching trailer there are goosebumps on my hand love this trailer
571,That Buddha's Nirvana Sculpture ️
572,Jai Sri Ram     The 1st and last  hope for every living being on the planet 
573,Akki knows only Shri Ram can save his career now ... Jay Shri Ram 
574,"""On the best thing about dude is the whenever he achieves something, he never gives the credit to himself. He always respect us, the audience the most and his team too every of his video .we congrats ourselves for this achievement. More to come and everything to come.""I"
575,Waiting for this
576,इतिहास खुलेगा और आज के युग को पता चलेगा  रामसेतुः का इतिहास। जय श्री राम 
577,Something new️
578,"It's called perfect combination of all things...It has everything what we need...love from,"
579,01:16 iron man vibes
580, जय जय श्री राम ️
581,Jai Shriram 
582,What a epic blockbuster trailer  salute whole team 
583,"याद रखना अपमान का बदला लड़ाई करके नहीं, बल्कि सामने वाले व्यक्ति से ज्यादा सफल होकर लिया जाता है"" ALL THE BEST ️"""
584,Waawww trailer looks very interesting!!! M very curious to see this movie 
